Nombre,Precio,Valoracion,Tienda,Fecha
"Vanwin NS2152R-RT 15.6"" AMD Ryzen 7 6800H 16GB 512GB SSD FullHD Windows 11 Pro",509.99,,PcComponentes,2026-04-17
"Portátil HP 15-fd0363ns 15.6"" Intel Core i7-1355U 16GB 512GB SSD Iris Xe Windows 11 Home",746.03,N/A,PcComponentes,2026-04-17
"Portátil Asus Vivobook 15 X1504VA-BQ5318W 15.6"" Intel Core 7 150U 16GB 512GB SSD Intel Graphics Windows 11 Home",689.0,N/A,PcComponentes,2026-04-17
"Portátil Lenovo ThinkBook 16 G9 IRL 16"" Intel Core 5 210H 16GB 512GB SSD Intel Graphics Windows 11 Pro",1169.01,N/A,PcComponentes,2026-04-17
"Portátil MSI Vector 18 HX AI A2XWJG-1000ES 18"" Intel Core Ultra 9 275HX 64GB 1TB SSD RTX 5090 Windows 11 Home RGB",3799.0,,PcComponentes,2026-04-17
Asus Zenbook 14 OLED UM3406KA-QD074W 14″ AMD Ryzen AI 7 PRO 350 16GB 512GB OLED IA Negro Jade,984.87,,PcComponentes,2026-04-17
"Apple MacBook Pro 14"" Apple M5 Pro 15 núcleos 24GB 1TB SSD GPU 16 núcleos macOS Plata",2499.0,,PcComponentes,2026-04-17
"HP Victus Gamig 15-fa2026np Intel Core i7-13620H/16GB/1TB SSD/RTX4050/15.6"" (PT)",929.0,N/A,PcComponentes,2026-04-17
"HP 255 G10 Notebook 15,6"" AMD Ryzen 7 8GB 512GB SSD WiFi 6",509.0,N/A,PcComponentes,2026-04-17
"Portátil Acer Aspire Lite 15 AL15-32P-C997 15.6"" Intel Celeron N4500 8GB 128GB SSD Gris",319.0,,PcComponentes,2026-04-17
"Portátil Lenovo V15 G4 AMN 15.6"" AMD Ryzen 5 7520U 16GB 512GB SSD Wi-Fi 6 Negro",509.0,N/A,PcComponentes,2026-04-17
"Portátil HP OmniBook 5 16-bf0008ns 16"" Snapdragon X1-26-100 16GB 512GB SSD Windows 11",749.0,,PcComponentes,2026-04-17
"Portátil Microsoft Surface Laptop 7 13.8"" Intel Core Ultra 5 236V 16GB 512GB SSD Touch Platino",1964.96,N/A,PcComponentes,2026-04-17
"HP 15-fc0126np AMD Ryzen 5 7520U/16GB/512GB SSD/15.6"" (PT)",469.0,N/A,PcComponentes,2026-04-17
"HP 15-fd1015np Intel Core Ultra 5 125H/32GB/512GB SSD/15.6"" (PT)",755.45,N/A,PcComponentes,2026-04-17
"HP Victus 15-fa2011ns 15.6"" Intel Core i5-13420H 16GB 512GB SSD RTX 4050 IPS Rosa Pálido",849.0,,PcComponentes,2026-04-17
"Portátil GIGABYTE Gaming A16 CVHI3PT864SD 16"" Intel Core i7-13620H 32GB 1TB SSD RTX 5060",1549.01,,PcComponentes,2026-04-17
"Portátil Lenovo ThinkBook 14 G8 IAL 14"" Intel Core Ultra 7 255H 32GB 512GB SSD Windows 11 Pro Arctic Grey",1322.01,N/A,PcComponentes,2026-04-17
"Portátil MSI Cyborg 17 B2RWFKG-068XES 15.6"" Intel Core 7 240H 32GB 1TB SSD RTX 5060 8GB FreeDOS RGB",1399.0,,PcComponentes,2026-04-17
"Portátil Lenovo Legion Pro 7 16AFR10H 16"" AMD Ryzen 9 9955HX3D 64GB 2TB SSD RTX 5080 16GB OLED WQXGA",3599.0,,PcComponentes,2026-04-17
"Portátil Lenovo Legion 5 15IRX10 15.3"" Intel Core i7-13650HX 32GB 1TB SSD RTX 5060 8GB Negro",1389.0,,PcComponentes,2026-04-17
"ASUS ExpertBook B9 OLED B9403CVAR-KM0815X Intel Core 7 150U/16GB/1TB SSD/14""",1399.0,N/A,PcComponentes,2026-04-17
"Portátil Lenovo V17 G4 IRU 17,3"" Intel Core i7-13620H 16GB 512GB SSD Intel UHD Graphics Windows 11 Home",776.77,,PcComponentes,2026-04-17
"Portátil HP 250R G9 15,6"" Full HD Intel Core Ultra 5 120U 16GB 512GB SSD Windows 11 Pro Intel Graphics",896.25,,PcComponentes,2026-04-17
